USO,x,Open,Close
-0.08,-0.204242874,32.34675499,32.26522567
-0.18,-0.197613608,33.01937182,32.83593087
0.17,-0.221745312,32.84612203,33.01937182
-0.44,-0.092721275,33.67160633,33.2231951
0.19,-0.292748285,32.98879833,33.18243045
-0.25,-0.149147084,32.88320893,32.62963699
0.42,-0.438465652,31.81820679,32.24420765
-0.14,-0.361331939,32.5789226,32.43692232
0.13,-0.130499902,32.51806534,32.64992275
0.22,0.12406378,32.55863685,32.78178015
0.12,0.096114045,32.45720807,32.5789226
-0.46,0.014995089,32.87306605,32.40649369
0.15,0.228323158,32.98463771,33.13678087
0.11,0.68888029,32.27463628,32.38620793
-0.45,-0.176798428,32.39635081,31.93992132
0.25,0.37906591,31.97034995,32.22392189
0.1,-0.438503199,31.75734952,31.8587783
-0.14,-0.206931329,32.18335038,32.0413501
0.42,-0.108173467,31.75734952,32.18335038
0,0.074494415,31.74720665,31.74720665
-0.77,-0.104625139,32.43692232,31.65592075
0.63,-0.565238029,32.38620793,33.02520922
0.23,-1.639309106,31.82834967,32.06163585
-0.6,-0.53612198,32.40649369,31.79792103
0.21,-0.687431834,32.30506491,32.51806534
-0.03,-0.443006084,32.2644934,32.23406477
0.14,-0.539574355,32.08972201,32.23166706
-0.12,-0.06411691,32.34319532,32.22152813
-0.25,-0.32772821,32.32291746,32.06944414
-0.17,0.370441593,32.58652971,32.41416785
-0.41,-0.688863422,33.77278483,33.35708859
-1.11,1.067964581,34.92862316,33.80320163
0.32,-0.276363984,34.21889787,34.54334372
-0.18,-1.243055706,34.75626131,34.57376052
0.19,-0.510682748,34.41153759,34.60417732
0.38,-0.201598738,34.08709175,34.47237119
-0.16,-0.318701413,34.63459411,34.47237119
0.02,-0.364228875,34.74612237,34.76640024
-0.41,-0.982118251,34.72584451,34.31014827
0.73,-0.274855076,33.91472989,34.65487198
0.11,-0.7224928,33.57000618,33.68153444
-0.35,-0.089001232,34.16820321,33.81334056
0.95,0.005716169,33.44833899,34.41153759
-0.96,0.071312781,34.03639708,33.06305954
-0.33,-0.056830456,34.82723383,34.49264906
-0.2,-0.229460339,34.92862316,34.72584451
0.01,0.273929269,34.73822015,34.74840433
0.32,-0.189154394,34.45306326,34.77895685
-0.16,0.018342057,34.11698549,33.95403869
-0.56,-0.210151806,34.94190365,34.37158986
0.08,0.316584181,34.6363784,34.7178518
-0.13,0.483162776,35.25761306,35.12521879
0.43,-0.141724936,34.70766763,35.14558714
-0.83,-0.452296053,35.59369083,34.74840433
-0.21,-0.449684897,36.43897734,36.22510967
-1.11,-0.051120486,37.53886821,36.40842481
-0.12,0.977346299,37.64070996,37.51849986
-0.06,-0.137705805,37.24352714,37.1824221
-0.13,-0.059390507,36.83616015,36.70376588
0.01,-0.125564002,36.76487093,36.7750551
0.21,-0.256643828,36.29639889,36.51026656
0.41,0.691999348,36.12326792,36.54081909
-0.76,-0.378508656,36.65284501,35.87884772
0.1,0.569910729,36.12326792,36.22510967
-0.45,0.508487313,36.62229248,36.16400462
0.02,0.199213602,36.53063491,36.55100326
-0.15,0.215030579,36.26285451,36.10924174
-0.36,0.016207074,36.6008026,36.23213196
0.06,-0.153039003,36.59056175,36.65200686
0.16,-0.24725093,36.30381792,36.46767154
-0.25,0.241097493,36.79537878,36.5393575
-0.59,0.272421132,37.22549454,36.62128431
0.25,-0.097726444,36.83634219,37.09236347
-0.35,0.025789672,37.20501283,36.84658304
0.01,-0.108417777,36.68272942,36.69297027
0.19,0.009712123,36.62128431,36.81586048
0.23,-0.239678443,36.1809277,36.41646728
0.5,0.313189912,35.52551322,36.03755578
0.03,0.194940731,35.73033024,35.7610528
-0.3,0.01751658,35.8020162,35.49479066
0.37,0.165903461,35.31045534,35.68936684
-0.03,0.185857802,35.8020162,35.77129365
-0.16,-0.044421869,35.87370216,35.70984854
0.27,-0.039925724,35.47430896,35.75081195
0.47,-0.403438122,34.76769022,35.24901023
0.54,-0.183090337,34.33757446,34.89058044
0,0.311583066,33.38517529,33.38517529
0.14,0.565848402,33.8255319,33.96890382
-0.77,-0.210906906,34.25564765,33.4671021
-0.15,0.670890696,34.3531807,34.19981828
0.16,-0.210846705,34.26116325,34.42474982
-0.24,-0.292879969,34.4043015,34.15892164
0.11,-0.425867508,33.84197265,33.95443842
0.05,0.290643287,33.84197265,33.89309346
-0.02,-0.488544334,33.76017936,33.73973104
0.04,0.558400657,34.92573371,34.96663035
0.4,0.195226326,35.007527,35.41649343
0.21,-0.546087344,34.23049077,34.44519815
-0.02,0.277162284,34.14869748,34.12824916
0.32,0.544475056,33.53524782,33.86242097
0.29,-0.514477748,33.11605723,33.41255789
0.36,-0.349973367,32.55372837,32.92179817
0.38,-1.000780698,32.66619415,33.05471226
-0.63,-0.85074785,32.87067736,32.22655523
0.46,-0.16729888,32.42081428,32.89112569
-0.18,0.362685468,32.48215925,32.29812435
-0.07,-0.321445436,33.42278205,33.35121293
0.25,-0.29681574,33.42278205,33.67838608
0,-0.565664793,32.13453778,32.13453778
1.07,-0.059569006,31.40340152,32.49578252
-0.44,-1.12137928,30.56624972,30.11704632
0.08,-0.733457397,30.75001475,30.8316881
0.02,-1.16723468,30.4131122,30.43353054
0.12,-0.255398558,30.30081135,30.42332137
0.53,-0.554722735,30.1885105,30.72959641
-0.84,-0.02111772,30.93377978,30.07620965
-1.06,0.244223683,32.20992581,31.12775398
-0.06,-0.005232461,32.40390001,32.342645
0.3,-0.009473218,31.66883989,31.97511494
-0.01,0.212054077,32.30180832,32.29159916
0.54,-1.122583554,31.84239575,32.39369084
0.06,0.010174437,31.68925823,31.75051324
0.1,0.152762711,31.97511494,32.07720662
-1.2,-0.246421831,32.5672467,31.34214651
0.61,0.156045085,31.84239575,32.46515502
-1.05,0.802410833,33.45544434,32.38348167
0.06,-0.359504402,32.7612209,32.8224759
0.15,-0.606608912,32.27118082,32.42431834
0.42,-0.591164751,31.99553328,32.42431834
-0.27,0.335849536,32.36306333,32.08741579
-0.43,-0.328985457,33.73109188,33.29209764
-0.5,-0.237504124,34.18097416,33.67111476
-0.3,0.240129192,35.21089015,34.90497451
0.01,0.459687122,34.88458013,34.89477732
-0.03,0.003404241,34.96615764,34.93556607
-0.33,0.435477422,35.09872108,34.76221388
-0.43,-0.391855741,35.59838329,35.15990421
0.47,-0.324745097,35.36384797,35.84311581
-0.46,0.165599193,35.57798892,35.10891827
-0.34,-0.640308493,36.07765113,35.73094674
-0.14,-0.250520149,35.88390456,35.74114393
-0.52,0.661402513,36.50593302,35.97567925
-0.1,0.090101969,36.41415833,36.31218645
-0.01,0.283629267,36.98520086,36.97500367
-0.25,-0.386257529,37.58683495,37.33190525
0.28,-0.122234254,36.9546093,37.24013056
0.14,-0.353085679,37.45427151,37.59703214
0.19,0.432750274,37.58683495,37.78058152
-0.55,0.127274121,38.58615938,38.02531404
-0.6,-0.098427671,40.20751227,39.59568099
-0.12,0.295236422,40.79894917,40.67658292
0.52,0.193967827,40.41145603,40.9417098
0.25,-0.746981796,40.20751227,40.46244197
0.07,-1.417564298,40.45171628,40.52331223
0.09,-0.180849584,40.33920834,40.43126029
0.08,-0.241130529,40.22670041,40.30852436
-0.2,-0.032832853,40.26761238,40.0630525
0.3,0.137950757,39.61302077,39.91986059
-0.12,0.195008151,40.4108043,40.28806837
-0.08,0.17554815,39.93008858,39.84826463
-0.42,0.201000713,40.36989232,39.94031658
-0.19,0.623230738,40.73810011,40.54376822
0.05,0.311886677,40.02214053,40.0732805
-0.1,-0.127875892,40.14487646,40.04259652
0.29,-0.347830639,40.04259652,40.33920834
0.33,0.3533029,39.5618808,39.8994046
-0.37,-0.409114068,39.76644068,39.3880049
0.41,-0.430901682,39.43914487,39.85849262
0.53,-0.43234145,39.61302077,40.15510445
-0.28,0.243401349,40.01191253,39.7255287
-0.29,0.699640882,40.86083604,40.56422421
1.1,0.369055982,39.81758065,40.94265999
-0.15,0.588682761,40.5837328,40.42914773
-0.74,0.247417359,41.25360142,40.49098176
0.06,0.49608553,41.35665813,41.41849216
-0.14,0.481958971,42.09866645,41.95438705
0.06,-0.246005622,41.95438705,42.01622108
0.48,0.082064613,41.4391035,41.93377571
0.24,0.493175067,41.1196277,41.3669638
0.13,0.086072906,41.76888497,41.9028587
-0.35,-0.385531309,42.02652675,41.66582826
0.1,-0.314398137,42.44905927,42.55211598
0.6,0.543753974,41.66582826,42.28416853
-0.13,0.391577411,41.64521692,41.5112432
-0.26,-1.049809813,41.91316437,41.64521692
0.25,-0.925537749,41.82041333,42.07805511
0.14,0.511139571,41.79980199,41.94408138
0.28,0.095785787,42.05744377,42.34600256
0.14,0.564632862,41.92347004,42.06774944
0.58,0.754907152,41.25360142,41.85133034
0.03,0.014219578,41.32574112,41.35665813
0.04,0.35232892,42.18111182,42.2223345
-0.51,0.27987913,42.54181031,42.01622108
0.61,-0.537333902,42.39753091,43.02617685
0.07,1.709003912,42.09866645,42.17080615
-0.58,1.392307481,42.63456135,42.03683242
-0.35,0.025280982,42.98789694,42.62561031
0.41,-0.224941617,43.06035427,43.48474718
0.81,0.025321306,41.98384541,42.82228019
0.09,-0.676004641,41.92173913,42.01489855
0.45,0.172124604,41.5387504,42.0045475
0.04,0.424354736,41.10400644,41.14541063
0.25,-0.659960781,40.40013527,40.65891143
0.12,-0.279037447,40.43118841,40.55540097
-0.22,-0.443855337,40.43118841,40.20346538
0.18,0.700419852,39.86188084,40.04819968
0.47,-0.13506851,38.86818035,39.35467955
-0.06,0.656423855,39.73766828,39.675562
-0.32,-0.289517651,39.70661514,39.37538164
0.88,0.137979246,38.37133011,39.28222222
0,-0.822407318,38.64045733,38.64045733
0.35,0.341933084,38.54729791,38.90958454
-0.03,0.328840705,38.46448953,38.43343639
-0.75,-0.128084934,39.46854106,38.69221256
-1.01,0.275038371,40.19311433,39.14765862
0.08,-0.014239129,39.43427833,39.51745108
0.02,-1.141024674,39.7981591,39.81895228
-0.57,0.259518973,40.48433426,39.89172844
0.53,0.841121606,39.31991581,39.87093525
0.3,-0.680720669,39.29912262,39.61102042
0.37,0.181879569,39.52784767,39.91252162
-0.39,-0.25554819,39.68379657,39.27832943
-0.39,-0.240280156,40.62988656,40.22441942
-0.05,0.261640885,40.4219547,40.36997173
0.2,-0.098366465,40.12045349,40.32838536
0.26,0.173362731,39.40308855,39.67339998
-1.23,0.128864082,40.84821502,39.56943405
-0.17,1.005074207,40.64028315,40.46354107
-0.23,0.855226102,41.13931963,40.90019799
-0.03,-0.014005172,40.66107634,40.62988656
-0.17,-0.439366085,40.95218095,40.77543887
-0.32,-0.120361002,41.05614689,40.7234559
0.27,0.014620424,41.06654348,41.3472515
0.45,-0.870419487,40.79623205,41.26407875
0.01,0.263772687,39.51331919,39.52369014
0.02,0.331548824,39.81407674,39.83481864
-0.54,-0.11497922,40.32225328,39.76222199
0.57,0.318435278,39.91778624,40.50893038
0.02,-0.132048442,39.89704434,39.91778624
0.01,-0.098977727,39.68962534,39.69999629
0.44,-0.223147307,39.06736834,39.52369014
0.26,-0.301329724,38.6836432,38.95328789
-0.19,-0.045867176,37.73988675,37.5428387
0.09,-0.488840334,37.5220968,37.61543535
-0.77,0.232141616,38.2688052,37.47024205
-0.74,0.566217842,38.78735269,38.0199024
0.54,-0.203288523,39.48220634,40.04223763
-0.08,-0.397598178,39.36812589,39.28515829
0.72,0.306579148,39.18144879,39.92815719
-0.74,0.270832281,39.94889909,39.18144879
-0.26,0.576129026,40.51930133,40.24965663
0.11,0.118534227,40.33262423,40.44670468
-0.46,0.052356308,40.93413933,40.45707563
0.15,-0.233172342,40.32225328,40.47781753
-0.05,-0.441569159,40.09409238,40.04223763
-0.28,0.152607698,40.50893038,40.21854378
0.37,0.466893774,39.56288489,39.94628634
-0.46,0.302178826,39.69759351,39.22093225
0.08,0.252239253,38.42304274,38.50594035
0.04,-0.13474707,38.46449154,38.50594035
0.1,0.023328884,39.08622363,39.18984564
0.18,1.104773452,38.76499538,38.95151501
-0.56,-0.385720078,39.77012892,39.18984564
-0.84,0.504552536,40.48512081,39.6146959
-0.01,-0.274517674,40.77526245,40.76490025
0.31,0.412789506,39.50071168,39.82193993
-0.09,0.17308765,39.32455426,39.23129445
0.35,0.1884341,39.23129445,39.5939715
0.11,-0.378368753,38.97223941,39.08622363
0.15,-1.073658224,38.18471211,38.34014513
0.17,0.384733263,38.60956236,38.78571979
0.36,0.524851255,38.06036569,38.43340494
0.16,-0.120426455,37.61479103,37.78058625
0.19,0.321542745,37.43863361,37.63551543
-0.39,0.712677158,37.3660982,36.96197234
0.57,-0.391801994,35.8843034,36.47494888
0.28,-0.130965063,36.74436611,37.03450775
0.37,0.242868609,36.8753907,37.25800131
0.2,0.205093289,37.23731966,37.44413621
-0.78,1.318507222,37.06152559,36.25494105
-0.24,-0.310595494,37.26834214,37.02016228
1.34,-0.835397967,35.20017665,36.58584753
-0.07,-0.299204768,35.07608672,35.00370093
0.09,0.531096597,34.37291045,34.4659779
-0.84,1.495650418,35.31392575,34.44529625
0.52,0.442341038,34.77620272,35.31392575
-0.12,0.262031096,34.69347611,34.56938618
0.21,-0.625325797,34.80722521,35.02438258
0.07,0.378365858,33.69041584,33.76280163
-0.3,0.743695503,34.3522288,34.04200398
0.16,-0.590912426,33.96961818,34.13507142
0.51,0.404891773,33.84552825,34.37291045
-0.18,-0.139903122,33.31814605,33.13201116
1.24,-0.245550071,31.78770359,33.06996619
0.78,-0.550362887,31.08452732,31.89111187
0.51,-0.104838328,30.40203271,30.92941491
-0.27,0.14016615,31.03282319,30.75362085
-0.6,0.159205926,32.14963255,31.5291829
-0.17,-0.734434367,33.28588616,33.10982516
-1.13,0.282880057,33.53444287,32.36415502
0.25,-0.412899071,33.2651731,33.52408634
0.76,0.120740064,31.80490243,32.59199868
0.4,-0.409221842,31.78418937,32.19845055
-0.27,-0.065563564,32.51950297,32.23987667
-0.57,0.138525628,34.68401766,34.09369547
0.1,0.524576058,34.51831318,34.62187848
0.03,0.825784646,34.44581748,34.47688706
-0.51,-0.519988742,35.88537509,35.35719208
-0.13,0.555011254,35.96822733,35.83359244
-0.4,0.191885948,35.97858386,35.56432267
0.23,-0.417902368,35.8543055,36.09250568
0.73,-1.079438662,34.89114825,35.64717491
0.16,-0.738821418,34.89114825,35.05685272
-0.19,-1.084262061,35.88537509,35.68860103
0.67,0.955181968,35.23291373,35.92680121
0.97,-0.227983688,33.78299958,34.78758295
0.27,0.00190144,34.5597393,34.8393656
-0.01,0.322707794,35.70931409,35.69895756
0.18,0.179919405,35.55396614,35.74038368
0.46,0.309775507,35.28853126,35.76624534
-0.01,-0.243353518,35.27814617,35.26776109
0.37,-0.711447687,34.04232062,34.4265689
-0.49,0.142315024,34.74850665,34.23963731
-0.17,-0.005319088,34.53041979,34.35387328
0.53,-0.195594629,34.1565566,34.7069663
0,-1.377076615,33.98001009,33.98001009
0.65,0.119190238,32.68187401,33.35690477
-1.3,-1.156641751,34.29156275,32.94150123
-0.4,-0.365199942,35.73509008,35.31968653
0.11,0.174987103,35.01851896,35.13275493
0.56,0.618635046,34.95620843,35.53777339
-0.62,0.068196086,35.15352511,34.50964961
1.07,0.25635068,33.47114075,34.58234523
0.29,0.460060576,32.70264419,33.00381176
-0.35,-0.293367729,33.20112844,32.83765034
-1.04,-0.299329472,33.80346358,32.72341436
-0.05,0.20354272,35.30930144,35.257376
-1.89,0.568793235,36.9916858,35.02890405
-0.58,0.298001829,37.84326307,37.24092793
-0.44,0.525402786,38.25866662,37.80172272
-1.19,0.147028609,39.86835536,38.63252981
0.14,-0.199843754,38.74991432,38.89543438
-0.11,-0.690087045,39.5190918,39.40475461
-0.48,-0.323402753,39.96604629,39.46712035
0.27,-0.26701042,40.0595949,40.34024074
0.18,-0.487011457,40.01801774,40.20511496
0.35,-0.18975089,40.10117206,40.46497222
0.13,-0.394185682,40.11156635,40.24669213
-0.12,0.10356153,40.03880632,39.91407484
0.09,0.092802443,39.66461187,39.75816048
-0.11,0.500453475,39.18647451,39.07213732
0.31,0.398408669,39.311206,39.633429
-1.13,-0.629538962,40.20511496,39.03056016
0.33,-0.52632993,39.5190918,39.86210338
0.78,0.967628807,38.61478855,39.42554319
0.01,0.081559076,38.74991432,38.76030861
-0.21,-0.657909919,39.50869751,39.29041742
-0.01,-0.443825799,40.14274922,40.13235493
-0.09,0.372417531,39.47751464,39.38396603
0.24,0.453481712,39.20726309,39.45672606
0.18,-0.185301974,38.42769132,38.61478855
0.01,-0.499724384,38.69794287,38.70833716
0.75,0.623564471,37.87776177,38.65649865
0.54,0.363360778,37.25477226,37.81546282
0.31,-1.051797322,36.68369855,37.00557646
0.12,0.689554732,37.05749226,37.18209016
0.26,-0.082156618,37.11979121,37.38975332
0.13,0.120141166,38.38653653,38.52151759
-0.15,-0.823085562,38.35538705,38.19963968
0.23,-0.345346875,37.88814493,38.12695757
-0.12,-0.44552185,38.15810704,38.03350914
-0.05,0.859651829,38.90569445,38.85377866
-1.38,-0.604464183,40.45278505,39.01990919
0.72,-0.057037532,39.85056186,40.59814926
-0.46,-0.504285021,40.20358924,39.72596396
-0.51,-1.593558295,41.09654086,40.56699979
0.14,-0.146129258,41.53263352,41.67799773
0.5,-1.48783494,40.85772822,41.37688614
0.07,-1.049977876,40.47355136,40.54623347
-0.4,-1.490452484,40.90964401,40.49431768
0.73,0.940170016,40.42163557,41.17960613
0.01,0.690077158,41.18998929,41.20037245
-1.02,0.926232193,42.09332407,41.03424191
-0.16,0.556754131,42.21792197,42.05179144
-0.04,1.464406916,41.46721075,41.42548274
-0.24,0.391758928,41.56109877,41.31073071
0,0.321488225,41.65498679,41.65498679
0.02,0.117287366,40.95604261,40.97690662
0.16,-0.507168425,39.96500236,40.1319144
0.53,0.211888741,40.62221853,41.17511467
-0.49,-0.023940969,41.26900269,40.75783456
0.33,-0.358386176,40.86215459,41.20641068
0.3,1.32129973,39.90241034,40.21537042
-0.75,-0.782822289,40.95604261,40.17364241
0.17,-1.727400395,40.96647462,41.14381866
0.57,2.868581989,40.38228246,40.97690662
-1.32,2.024147672,42.42695499,41.04993064
0.86,-1.154093135,41.95751487,42.85466711
1.46,-0.796423826,41.11252265,42.63559505
-0.37,1.770026544,40.93517861,40.54919451
-2.67,1.267429824,43.80397935,41.01863463
-0.66,0.800962878,45.81735587,45.12884369
-0.68,0.101726851,46.6936441,45.98426792
-0.06,-0.660372489,46.93358016,46.87098815
0.25,-0.596967099,47.14131304,47.40379251
0.02,-0.107505488,47.04682043,47.06781878
0.45,0.464967814,46.79484013,47.26730318
0.04,0.145337923,46.65835081,46.70034752
-0.34,0.707603896,47.1098155,46.75284342
0.38,0.108537059,46.39587134,46.79484013
0.76,-0.487565862,45.62943128,46.42736887
0.33,0.132846014,44.74750026,45.09397316
-0.28,0.195085222,45.31445592,45.02047891
0.62,0.14750101,45.24096166,45.89191075
0.58,0.151378267,44.83149369,45.44044606
0.07,-0.351669192,44.81049533,44.88398958
-0.94,-0.053922716,45.39844935,44.41152653
-1.15,1.077397466,47.02582207,45.8184165
0.71,0.985311702,46.65835081,47.40379251
0.5,-0.413096865,45.66092882,46.18588776
0,-0.959043721,45.53493867,45.53493867
-0.02,0.577215637,45.2724592,45.25146084
0.14,0.309652103,45.2724592,45.4194477
0.45,0.576587075,44.85249205,45.32495509
0.17,0.370917277,44.54801586,44.7265019
-0.03,-0.021270532,44.19789155,44.16608687
0.34,-0.922587478,43.9858604,44.34631334
-0.02,0.370034799,43.93285262,43.9116495
0.21,0.145884496,44.49473514,44.71736784
-0.23,-0.519090737,44.82338341,44.5795476
0,-0.148719529,44.64315694,44.64315694
0.86,-0.190683073,43.54059501,44.45232892
-0.14,-0.774860404,43.75262615,43.60420435
0.36,0.409699999,43.05292338,43.43457943
0.33,-0.019496397,42.78788445,43.13773584
0.01,-0.343331975,42.05637701,42.06697857
0.01,-0.885212475,41.74893186,41.75953341
0.28,-2.139687949,43.07412649,43.37097009
