Day,Actual,Prediction,Bought,Sold,Profit
572,-0.12,0.306819948,,,40.6632327632
573,0.53,0.729873921,-0.02130767,,40.5859028
574,-0.02,-0.353581442,,,40.5859028
575,-0.56,2.04801725,,,40.5859028
576,0.8,0.19454313,-1.36369117,,36.1150964424
577,-1.28,-0.443810016,0.33026896,,37.1868688727
578,0.31,-0.151413089,,,37.1868688727
579,-0.26,0.605348883,,,37.1868688727
580,0.96,-0.057593429,0.78451522,,39.6842435903
581,0.74,-0.292916259,0.27564048,,40.5717778701
582,0.26,-0.257379237,0.63609343,,42.5929393191
583,0.6,-0.139734265,,,42.5929393191
584,-0.38,0.046191637,,,42.5929393191
585,-0.26,1.556426517,-0.64669498,,40.5539873129
586,-0.61,-0.204697215,-0.38165606,,39.3423149945
587,-0.36,-0.444189424,,,39.3423149945
588,0.28,1.003908882,0.2968436,,40.3025869208
589,0.28,-2.139687949,0.01060155,,40.3382147758
590,0.01,-0.885212475,0.01060156,,40.3735911945
591,0.01,-0.343331975,,,40.3735911945
592,0.33,-0.019496397,,,40.3735911945
593,0.36,0.409699999,-0.1484218,,39.8974026109
594,-0.14,-0.774860404,0.91173391,,42.8268344629
595,0.86,-0.190683073,0.0,,42.8268344629
596,0.0,-0.148719529,-0.24383581,,42.0498673038
597,-0.23,-0.519090737,,,42.0498673038
598,0.21,0.145884496,,,42.0498673038
599,-0.02,0.370034799,0.36045294,,43.2139298419
600,0.34,-0.922587478,,,43.2139298419
601,-0.03,-0.021270532,,,43.2139298419
602,0.17,0.370917277,,,43.2139298419
603,0.45,0.576587075,,,43.2139298419
604,0.14,0.309652103,,,43.2139298419
605,-0.02,0.577215637,0.0,,43.2139298419
606,0.0,-0.959043721,0.52495894,,44.8604454679
607,0.5,-0.413096865,,,44.8604454679
608,0.71,0.985311702,,,44.8604454679
609,-1.15,1.077397466,,,44.8604454679
610,-0.94,-0.053922716,0.07349425,,45.0980328839
611,0.07,-0.351669192,,,45.0980328839
612,0.58,0.151378267,,,45.0980328839
613,0.62,0.14750101,,,45.0980328839
614,-0.28,0.195085222,,,45.0980328839
615,0.33,0.132846014,0.79793759,,47.6354121899
616,0.76,-0.487565862,,,47.6354121899
617,0.38,0.108537059,,,47.6354121899
618,-0.34,0.707603896,,,47.6354121899
619,0.04,0.145337923,,,47.6354121899
620,0.45,0.464967814,0.02099835,,47.7013061234
621,0.02,-0.107505488,0.26247947,,48.5236964653
622,0.25,-0.596967099,-0.06259201,,48.3256208729
623,-0.06,-0.660372489,,,48.3256208729
624,-0.68,0.101726851,,,48.3256208729
625,-0.66,0.800962878,,,48.3256208729
626,-2.67,1.267429824,,,48.3256208729
627,-0.37,1.770026544,1.5230724,,53.8205563525
628,1.46,-0.796423826,0.89715224,,57.1096085549
629,0.86,-1.154093135,,,57.1096085549
630,-1.32,2.024147672,,,57.1096085549
631,0.57,2.868581989,0.17734404,,57.7897367075
632,0.17,-1.727400395,-0.7824002,,54.7754141878
633,-0.75,-0.782822289,,,54.7754141878
634,0.3,1.32129973,0.34425609,,56.0793684078
635,0.33,-0.358386176,,,56.0793684078
636,-0.49,-0.023940969,,,56.0793684078
637,0.53,0.211888741,0.16691204,,56.7312268901
638,0.16,-0.507168425,,,56.7312268901
639,0.02,0.117287366,,,56.7312268901
640,0.0,0.321488225,,,56.7312268901
641,-0.24,0.391758928,,,56.7312268901
642,-0.04,1.464406916,,,56.7312268901
643,-0.16,0.556754131,,,56.7312268901
644,-1.02,0.926232193,,,56.7312268901
645,0.01,0.690077158,,,56.7312268901
646,0.73,0.940170016,-0.41532633,,55.1400469413
647,-0.4,-1.490452484,0.07268211,,55.4186463125
648,0.07,-1.049977876,0.51915792,,57.3934702849
649,0.5,-1.48783494,0.14536421,,57.9443474032
650,0.14,-0.146129258,-0.52954107,,55.9091878259
651,-0.51,-1.593558295,-0.47762528,,54.0569609253
652,-0.46,-0.504285021,,,54.0569609253
653,0.72,-0.057037532,-1.43287586,,48.6001178402
654,-1.38,-0.604464183,,,48.6001178402
655,-0.05,0.859651829,-0.1245979,,48.1148929677
656,-0.12,-0.44552185,0.23881264,,49.0484754558
657,0.23,-0.345346875,-0.15574737,,48.4432434443
658,-0.15,-0.823085562,,,48.4432434443
659,0.13,0.120141166,,,48.4432434443
660,0.26,-0.082156618,,,48.4432434443
661,0.12,0.689554732,0.32187791,,49.7457457231
662,0.31,-1.051797322,,,49.7457457231
663,0.54,0.363360778,,,49.7457457231
664,0.75,0.623564471,0.01039429,,49.7859675176
665,0.01,-0.499724384,0.18709723,,50.5152473326
666,0.18,-0.185301974,,,50.5152473326
667,0.24,0.453481712,,,50.5152473326
668,-0.09,0.372417531,-0.01039429,,50.4762739399
669,-0.01,-0.443825799,-0.21828009,,49.644913336
670,-0.21,-0.657909919,,,49.644913336
671,0.01,0.081559076,,,49.644913336
672,0.78,0.967628807,0.34301158,,50.9437776526
673,0.33,-0.52632993,-1.1745548,,46.5340964777
674,-1.13,-0.629538962,,,46.5340964777
675,0.31,0.398408669,,,46.5340964777
676,-0.11,0.500453475,,,46.5340964777
677,0.09,0.092802443,,,46.5340964777
678,-0.12,0.10356153,0.13512578,,47.0277329992
679,0.13,-0.394185682,0.36380016,,48.361577125
680,0.35,-0.18975089,0.18709722,,49.0552156459
681,0.18,-0.487011457,0.28064584,,50.0994530204
682,0.27,-0.26701042,-0.49892594,,48.2256496887
683,-0.48,-0.323402753,-0.11433719,,47.7968011626
684,-0.11,-0.690087045,0.14552006,,48.3518320511
685,0.14,-0.199843754,,,48.3518320511
686,-1.19,0.147028609,,,48.3518320511
687,-0.44,0.525402786,,,48.3518320511
688,-0.58,0.298001829,,,48.3518320511
689,-1.89,0.568793235,,,48.3518320511
690,-0.05,0.20354272,-1.08004922,,43.611865683
691,-1.04,-0.299329472,-0.3634781,,42.0396369508
692,-0.35,-0.293367729,,,42.0396369508
693,0.29,0.460060576,,,42.0396369508
694,1.07,0.25635068,,,42.0396369508
695,-0.62,0.068196086,,,42.0396369508
696,0.56,0.618635046,,,42.0396369508
697,0.11,0.174987103,-0.41540355,,40.3884932347
698,-0.4,-0.365199942,-1.35006152,,34.8613872247
699,-1.3,-1.156641751,,,34.8613872247
700,0.65,0.119190238,0.0,,34.8613872247
701,0.0,-1.377076615,0.5504097,,37.0345868406
702,0.53,-0.195594629,,,37.0345868406
703,-0.17,-0.005319088,,,37.0345868406
704,-0.49,0.142315024,0.38424828,,38.5813469714
705,0.37,-0.711447687,-0.01038508,,38.5405517899
706,-0.01,-0.243353518,,,38.5405517899
707,0.46,0.309775507,,,38.5405517899
708,0.18,0.179919405,,,38.5405517899
709,-0.01,0.322707794,,,38.5405517899
710,0.27,0.00190144,1.00458337,,42.6602432362
711,0.97,-0.227983688,,,42.6602432362
712,0.67,0.955181968,-0.19677406,,41.8779792863
713,-0.19,-1.084262061,0.16570447,,42.5517838626
714,0.16,-0.738821418,0.75602666,,45.6406174045
715,0.73,-1.079438662,0.23820018,,46.6081893822
716,0.23,-0.417902368,,,46.6081893822
717,-0.4,0.191885948,,,46.6081893822
718,-0.13,0.555011254,-0.52818301,,44.450319928
719,-0.51,-0.519988742,,,44.450319928
720,0.03,0.825784646,,,44.450319928
721,0.1,0.524576058,,,44.450319928
722,-0.57,0.138525628,,,44.450319928
723,-0.27,-0.065563564,0.41426118,,46.3330220252
724,0.4,-0.409221842,,,46.3330220252
725,0.76,0.120740064,0.25891324,,47.4719776752
726,0.25,-0.412899071,,,47.4719776752
727,-1.13,0.282880057,-0.176061,,46.6919454496
728,-0.17,-0.734434367,,,46.6919454496
729,-0.6,0.159205926,,,46.6919454496
730,-0.27,0.14016615,0.5273822,,49.2366016459
731,0.51,-0.104838328,0.80658455,,53.1090085171
732,0.78,-0.550362887,1.2822626,,59.2851688927
733,1.24,-0.245550071,-0.18613489,,58.3953076337
734,-0.18,-0.139903122,,,58.3953076337
735,0.51,0.404891773,0.16545324,,59.1667916319
736,0.16,-0.590912426,,,59.1667916319
737,-0.3,0.743695503,,,59.1667916319
738,0.07,0.378365858,0.21715737,,60.1598108011
739,0.21,-0.625325797,,,60.1598108011
740,-0.12,0.262031096,,,60.1598108011
741,0.52,0.442341038,,,60.1598108011
742,-0.84,1.495650418,,,60.1598108011
743,0.09,0.531096597,-0.07238579,,59.8292923336
744,-0.07,-0.299204768,1.38567088,,66.1210447404
745,1.34,-0.835397967,-0.24817986,,65.0148002642
746,-0.24,-0.310595494,,,65.0148002642
747,-0.78,1.318507222,,,65.0148002642
748,0.2,0.205093289,,,65.0148002642
749,0.37,0.242868609,0.29014164,,66.3177936165
750,0.28,-0.130965063,0.59064548,,69.0553374375
751,0.57,-0.391801994,,,69.0553374375
752,-0.39,0.712677158,,,69.0553374375
753,0.19,0.321542745,0.16579522,,69.8004849205
754,0.16,-0.120426455,,,69.8004849205
755,0.36,0.524851255,,,69.8004849205
756,0.17,0.384733263,0.15543302,,70.4916673522
757,0.15,-1.073658224,0.11398422,,70.9903135684
758,0.11,-0.378368753,,,70.9903135684
759,0.35,0.1884341,,,70.9903135684
760,-0.09,0.17308765,,,70.9903135684
761,0.31,0.412789506,-0.0103622,,70.9468598732
762,-0.01,-0.274517674,,,70.9468598732
763,-0.84,0.504552536,-0.58028328,,68.4525857221
764,-0.56,-0.385720078,,,68.4525857221
765,0.18,1.104773452,,,68.4525857221
766,0.1,0.023328884,0.04144881,,68.6341079245
767,0.04,-0.13474707,,,68.6341079245
768,0.08,0.252239253,,,68.6341079245
769,-0.46,0.302178826,,,68.6341079245
770,0.37,0.466893774,,,68.6341079245
771,-0.28,0.152607698,-0.05185475,,68.416008973
772,-0.05,-0.441569159,0.15556425,,69.0657620992
773,0.15,-0.233172342,,,69.0657620992
774,-0.46,0.052356308,,,69.0657620992
775,0.11,0.118534227,,,69.0657620992
776,-0.26,0.576129026,,,69.0657620992
777,-0.74,0.270832281,,,69.0657620992
778,0.72,0.306579148,-0.0829676,,68.7094591204
779,-0.08,-0.397598178,0.56003129,,71.1025010698
780,0.54,-0.203288523,,,71.1025010698
781,-0.74,0.566217842,,,71.1025010698
782,-0.77,0.232141616,0.09333855,,71.5281291853
783,0.09,-0.488840334,,,71.5281291853
784,-0.19,-0.045867176,0.26964469,,72.7237675843
785,0.26,-0.301329724,0.4563218,,74.7412472323
786,0.44,-0.223147307,,,74.7412472323
787,0.01,-0.098977727,0.0207419,,74.8320926955
788,0.02,-0.132048442,,,74.8320926955
789,0.57,0.318435278,-0.56003129,,72.40386921
790,-0.54,-0.11497922,,,72.40386921
791,0.02,0.331548824,,,72.40386921
792,0.01,0.263772687,0.4678467,,74.380977811
793,0.45,-0.870419487,,,74.380977811
794,0.27,0.014620424,-0.33269099,,72.9679133971
795,-0.32,-0.120361002,-0.17674208,,72.2214156996
796,-0.17,-0.439366085,,,72.2214156996
797,-0.03,-0.014005172,,,72.2214156996
798,-0.23,0.855226102,,,72.2214156996
799,-0.17,1.005074207,,,72.2214156996
800,-1.23,0.128864082,,,72.2214156996
801,0.26,0.173362731,,,72.2214156996
802,0.2,-0.098366465,,,72.2214156996
803,-0.05,0.261640885,-0.40546714,,70.5027270498
804,-0.39,-0.240280156,-0.40546714,,68.7606242503
805,-0.39,-0.25554819,,,68.7606242503
806,0.37,0.181879569,0.3118978,,70.0999942902
807,0.3,-0.680720669,,,70.0999942902
808,0.53,0.841121606,,,70.0999942902
809,-0.57,0.259518973,0.02079318,,70.1888657325
810,0.02,-1.141024674,,,70.1888657325
811,0.08,-0.014239129,,,70.1888657325
812,-1.01,0.275038371,-0.7763285,,66.8413270776
813,-0.75,-0.128084934,,,66.8413270776
814,-0.03,0.328840705,,,66.8413270776
815,0.35,0.341933084,0.0,,66.8413270776
816,0.0,-0.822407318,,,66.8413270776
817,0.88,0.137979246,-0.3312335,,65.4495328761
818,-0.32,-0.289517651,,,65.4495328761
819,-0.06,0.656423855,0.4864992,,67.5204058797
820,0.47,-0.13506851,,,67.5204058797
821,0.18,0.700419852,-0.22772303,,66.5768705567
822,-0.22,-0.443855337,0.12421256,,67.0886274539
823,0.12,-0.279037447,0.25877616,,68.1588850929
824,0.25,-0.659960781,,,68.1588850929
825,0.04,0.424354736,,,68.1588850929
826,0.45,0.172124604,0.09315942,,68.5325715031
827,0.09,-0.676004641,,,68.5325715031
828,0.81,0.025321306,0.42439291,,70.1935896174
829,0.41,-0.224941617,,,70.1935896174
830,-0.35,0.025280982,,,70.1935896174
831,-0.58,1.392307481,,,70.1935896174
832,0.07,1.709003912,0.62864594,,72.7171212201
833,0.61,-0.537333902,,,72.7171212201
834,-0.51,0.27987913,,,72.7171212201
835,0.04,0.35232892,,,72.7171212201
836,0.03,0.014219578,,,72.7171212201
837,0.58,0.754907152,,,72.7171212201
838,0.14,0.564632862,,,72.7171212201
839,0.28,0.095785787,,,72.7171212201
840,0.14,0.511139571,0.25764178,,73.7811744659
841,0.25,-0.925537749,-0.26794745,,72.6702055554
842,-0.26,-1.049809813,,,72.6702055554
843,-0.13,0.391577411,,,72.6702055554
844,0.6,0.543753974,0.10305671,,73.0894097405
845,0.1,-0.314398137,-0.36069849,,71.6038458941
846,-0.35,-0.385531309,,,71.6038458941
847,0.13,0.086072906,,,71.6038458941
848,0.24,0.493175067,,,71.6038458941
849,0.48,0.082064613,0.06183403,,71.856762409
850,0.06,-0.246005622,,,71.856762409
851,-0.14,0.481958971,,,71.856762409
852,0.06,0.49608553,,,71.856762409
853,-0.74,0.247417359,,,71.856762409
854,-0.15,0.588682761,,,71.856762409
855,1.1,0.369055982,,,71.856762409
856,-0.29,0.699640882,,,71.856762409
857,-0.28,0.243401349,0.54208368,,74.2085332255
858,0.53,-0.43234145,0.41934775,,76.0608542299
859,0.41,-0.430901682,-0.37843578,,74.3853779851
860,-0.37,-0.409114068,,,74.3853779851
861,0.33,0.3533029,0.29661182,,75.6771214993
862,0.29,-0.347830639,-0.10227994,,75.2295364765
863,-0.1,-0.127875892,,,75.2295364765
864,0.05,0.311886677,,,75.2295364765
865,-0.19,0.623230738,,,75.2295364765
866,-0.42,0.201000713,,,75.2295364765
867,-0.08,0.17554815,,,75.2295364765
868,-0.12,0.195008151,,,75.2295364765
869,0.3,0.137950757,,,75.2295364765
870,-0.2,-0.032832853,0.08182395,,75.5859657308
871,0.08,-0.241130529,0.09205195,,75.9866436619
872,0.09,-0.180849584,0.07159595,,76.2981244122
873,0.07,-1.417564298,0.2549297,,77.4159162235
874,0.25,-0.746981796,,,77.4159162235
875,0.52,0.193967827,,,77.4159162235
876,-0.12,0.295236422,,,77.4159162235
877,-0.6,-0.098427671,,,77.4159162235
878,-0.55,0.127274121,,,77.4159162235
879,0.19,0.432750274,0.14276063,,78.0921543921
880,0.14,-0.353085679,0.28552126,,79.4681423211
881,0.28,-0.122234254,-0.2549297,,78.2509140085
882,-0.25,-0.386257529,,,78.2509140085
883,-0.01,0.283629267,,,78.2509140085
884,-0.1,0.090101969,,,78.2509140085
885,-0.52,0.661402513,-0.14276063,,77.5417600551
886,-0.14,-0.250520149,-0.34670439,,75.8355927828
887,-0.34,-0.640308493,,,75.8355927828
888,-0.46,0.165599193,0.47926784,,78.2186011257
889,0.47,-0.324745097,-0.43847908,,76.0234135627
890,-0.43,-0.391855741,,,76.0234135627
891,-0.33,0.435477422,,,76.0234135627
892,-0.03,0.003404241,,,76.0234135627
893,0.01,0.459687122,,,76.0234135627
894,-0.3,0.240129192,-0.5098594,,73.3977659845
895,-0.5,-0.237504124,-0.43899424,,71.1410759026
896,-0.43,-0.328985457,,,71.1410759026
897,-0.27,0.335849536,0.42878506,,73.4346065607
898,0.42,-0.591164751,0.15313752,,74.2576116338
899,0.15,-0.606608912,0.061255,,74.5834282459
900,0.06,-0.359504402,,,74.5834282459
901,-1.05,0.802410833,,,74.5834282459
902,0.61,0.156045085,-1.22510019,,68.0160265529
903,-1.2,-0.246421831,,,68.0160265529
904,0.1,0.152762711,,,68.0160265529
905,0.06,0.010174437,0.55129509,,70.9249286093
906,0.54,-1.122583554,,,70.9249286093
907,-0.01,0.212054077,,,70.9249286093
908,0.3,-0.009473218,,,70.9249286093
909,-0.06,-0.005232461,,,70.9249286093
910,-1.06,0.244223683,,,70.9249286093
911,-0.84,-0.02111772,0.54108591,,73.9885136954
912,0.53,-0.554722735,0.12251002,,74.691971304
913,0.12,-0.255398558,0.02041834,,74.8092536144
914,0.02,-1.16723468,0.08167335,,75.2735544439
915,0.08,-0.733457397,-0.4492034,,72.6977239999
916,-0.44,-1.12137928,,,72.6977239999
917,1.07,-0.059569006,0.0,,72.6977239999
918,0.0,-0.565664793,0.25560403,,74.0184469176
919,0.25,-0.29681574,-0.07156912,,73.6458164439
920,-0.07,-0.321445436,,,73.6458164439
921,-0.18,0.362685468,0.47031141,,76.1648034152
922,0.46,-0.16729888,-0.64412213,,72.7127404363
923,-0.63,-0.85074785,0.38851811,,74.7669138481
924,0.38,-1.000780698,0.3680698,,76.7429217049
925,0.36,-0.349973367,0.29650066,,78.325368328
926,0.29,-0.514477748,,,78.325368328
927,0.32,0.544475056,,,78.325368328
928,-0.02,0.277162284,0.21470738,,79.4438966272
929,0.21,-0.546087344,,,79.4438966272
930,0.4,0.195226326,,,79.4438966272
931,0.04,0.558400657,-0.02044832,,79.3352086318
932,-0.02,-0.488544334,,,79.3352086318
933,0.05,0.290643287,0.11246577,,79.9311866658
934,0.11,-0.425867508,-0.24537986,,78.647873607
935,-0.24,-0.292879969,0.16358657,,79.5008625341
936,0.16,-0.210846705,,,79.5008625341
937,-0.15,0.670890696,-0.78854555,,75.3688546439
938,-0.77,-0.210906906,,,75.3688546439
939,0.14,0.565848402,,,75.3688546439
940,0.0,0.311583066,0.55300598,,78.1931666941
941,0.54,-0.183090337,0.48132001,,80.6600529392
942,0.47,-0.403438122,,,80.6600529392
943,0.27,-0.039925724,,,80.6600529392
944,-0.16,-0.044421869,,,80.6600529392
945,-0.03,0.185857802,,,80.6600529392
946,0.37,0.165903461,,,80.6600529392
947,-0.3,0.01751658,,,80.6600529392
948,0.03,0.194940731,,,80.6600529392
949,0.5,0.313189912,0.23553958,,81.8361585754
950,0.23,-0.239678443,,,81.8361585754
951,0.19,0.009712123,0.01024085,,81.8869224322
952,0.01,-0.108417777,,,81.8869224322
953,-0.35,0.025789672,,,81.8869224322
954,0.25,-0.097726444,,,81.8869224322
955,-0.59,0.272421132,,,81.8869224322
956,-0.25,0.241097493,0.16385362,,82.7078507086
957,0.16,-0.24725093,0.06144511,,83.0146649101
958,0.06,-0.153039003,,,83.0146649101
959,-0.36,0.016207074,,,83.0146649101
960,-0.15,0.215030579,,,83.0146649101
961,0.02,0.199213602,,,83.0146649101
962,-0.45,0.508487313,,,83.0146649101
963,0.1,0.569910729,-0.77399729,,79.1499484159
964,-0.76,-0.378508656,,,79.1499484159
965,0.41,0.691999348,0.21386767,,80.2055457539
966,0.21,-0.256643828,0.01018417,,80.2554641642
967,0.01,-0.125564002,,,80.2554641642
968,-0.13,-0.059390507,-0.06110504,,79.9597210326
969,-0.06,-0.137705805,,,79.9597210326
970,-0.12,0.977346299,,,79.9597210326
971,-1.11,-0.051120486,-0.21386767,,78.9035013184
972,-0.21,-0.449684897,-0.8452865,,74.6548631205
973,-0.83,-0.452296053,0.43791951,,76.85854828
974,0.43,-0.141724936,,,76.85854828
975,-0.13,0.483162776,,,76.85854828
976,0.08,0.316584181,-0.57031379,,73.9719033515
977,-0.56,-0.210151806,,,73.9719033515
978,-0.16,0.018342057,0.32589359,,75.6175140107
979,0.32,-0.189154394,,,75.6175140107
980,0.01,0.273929269,-0.20277865,,74.5979638771
981,-0.2,-0.229460339,,,74.5979638771
982,-0.33,-0.056830456,,,74.5979638771
983,-0.96,0.071312781,,,74.5979638771
984,0.95,0.005716169,,,74.5979638771
985,-0.35,-0.089001232,0.11152826,,75.1780235591
986,0.11,-0.7224928,0.74014209,,79.0010417256
987,0.73,-0.274855076,-0.41569624,,76.858255537
988,-0.41,-0.982118251,0.02027787,,76.9614701829
989,0.02,-0.364228875,-0.16222292,,76.1326108543
990,-0.16,-0.318701413,0.38527944,,78.1234018016
991,0.38,-0.201598738,0.19263973,,79.1205570127
992,0.19,-0.510682748,-0.18250079,,78.1800173249
993,-0.18,-1.243055706,0.32444585,,79.8694278779
994,0.32,-0.276363984,,,79.8694278779
995,-1.11,1.067964581,-0.41569624,,77.6554841585
996,-0.41,-0.688863422,,,77.6554841585
997,-0.17,0.370441593,-0.25347332,,76.2623263336
998,-0.25,-0.32772821,,,76.2623263336
999,-0.12,-0.06411691,0.14194505,,77.0420016675
1000,0.14,-0.539574355,-0.03042863,,76.875033431
1001,-0.03,-0.443006084,0.21300043,,78.0412424538
1002,0.21,-0.687431834,-0.60857266,,74.6977448959
1003,-0.6,-0.53612198,0.23328618,,75.9781936149
1004,0.23,-1.639309106,0.63900129,,79.4503596979
1005,0.63,-0.565238029,-0.78100157,,75.1296349609
1006,-0.77,-0.104625139,,,75.1296349609
1007,0.0,0.074494415,0.42600086,,77.4788667523
1008,0.42,-0.108173467,-0.14200028,,76.6957895253
1009,-0.14,-0.206931329,0.10142878,,77.2601325398
1010,0.1,-0.438503199,,,77.2601325398
1011,0.25,0.37906591,-0.45642949,,74.762729287
1012,-0.45,-0.176798428,,,74.762729287
1013,0.11,0.68888029,,,74.762729287
1014,0.15,0.228323158,,,74.762729287
1015,-0.46,0.014995089,,,74.762729287
1016,0.12,0.096114045,,,74.762729287
1017,0.22,0.12406378,0.13185741,,75.4713741774
1018,0.13,-0.130499902,-0.14200028,,74.7065550159
1019,-0.14,-0.361331939,0.42600086,,77.0456290931
1020,0.42,-0.438465652,-0.25357194,,75.6803790126
1021,-0.25,-0.149147084,0.19363212,,76.7115582599
1022,0.19,-0.292748285,,,76.7115582599
1023,-0.44,-0.092721275,0.17324979,,77.64363908
1024,0.17,-0.221745312,-0.18344095,,76.6567299985
1025,-0.18,-0.197613608,-0.08152932,,76.2114704022
1026,-0.08,-0.204242874,-0.15286746,,75.3771358001
1027,-0.15,-0.606223262,,,75.3771358001
1028,-0.26,0.006224366,,,75.3771358001
1029,0.05,0.006724038,,,75.3771358001
1030,-0.07,0.220031869,,,75.3771358001
1031,-0.04,0.263542278,,,75.3771358001
1032,0.16,0.360488183,0.16305863,,76.2581512592
1033,0.16,-0.327850861,0.08152931,,76.6974238933
1034,0.08,-0.325893695,,,76.6974238933
1035,0.41,0.03936167,,,76.6974238933
1036,0.1,0.465965475,0.20382328,,77.7962884545
1037,0.2,-0.556058737,,,77.7962884545
1038,0.05,0.012481622,,,77.7962884545
1039,0.1,0.19845166,0.02038233,,77.9034915316
1040,0.02,-0.248964445,,,77.9034915316
1041,-0.14,-0.005502422,,,77.9034915316
1042,0.47,0.296444831,,,77.9034915316
1043,-0.18,0.057987048,-0.11240552,,77.3253708842
1044,-0.11,-0.252327626,,,77.3253708842
1045,0.18,0.22319163,,,77.3253708842
1046,0.2,0.132026356,,,77.3253708842
1047,-0.05,0.293435741,-0.07153079,,76.9597515424
1048,-0.07,-0.334211163,,,76.9597515424
1049,-0.11,0.095869164,,,76.9597515424
1050,0.19,0.249314378,,,76.9597515424
1051,0.16,0.175378816,,,76.9597515424
1052,-0.26,0.27390284,0.24524841,,78.2074113694
1053,0.24,-0.131626979,,,78.2074113694
1054,-0.03,0.284089175,,,78.2074113694
1055,0.07,-0.050296617,,,78.2074113694
1056,0.19,0.052000916,,,78.2074113694
1057,-0.31,-0.034937596,,,78.2074113694
1058,-0.04,-0.075236668,,,78.2074113694
1059,-0.09,0.123014478,,,78.2074113694
1060,-0.02,0.031831608,,,78.2074113694
1061,0.1,0.218830169,,,78.2074113694
1062,0.07,0.188677481,,,78.2074113694
1063,0.12,0.120869599,,,78.2074113694
1064,0.33,0.178389924,,,78.2074113694
1065,-0.11,0.065181633,-0.02037711,,78.1057238115
1066,-0.02,-0.232943437,,,78.1057238115
1067,0.49,0.1324925,-0.42791923,,75.9745442042
1068,-0.42,-0.121651357,,,75.9745442042
1069,-0.18,0.12283713,,,75.9745442042
1070,0.57,-0.000995282,0.02037711,,76.0743596197
1071,0.02,-0.163239934,,,76.0743596197
1072,-0.23,0.110116883,,,76.0743596197
1073,0.01,0.287407105,0.03056565,,76.2266291267
1074,0.03,-0.506965426,0.30565659,,77.7519605864
1075,0.3,-0.60452811,-0.82527279,,73.6359203737
1076,-0.81,-0.33162557,,,73.6359203737
1077,-0.07,0.687172762,,,73.6359203737
1078,0.16,0.609016402,,,73.6359203737
1079,-0.49,0.448766087,,,73.6359203737
1080,-0.12,0.559073934,,,73.6359203737
1081,0.15,1.078284082,,,73.6359203737
1082,-0.33,-0.068164912,,,73.6359203737
1083,0.08,-0.052755002,,,73.6359203737
1084,-0.2,0.180592017,,,73.6359203737
1085,0.15,0.284750502,-0.05052893,,73.3695259062
1086,-0.05,-0.211829902,,,73.3695259062
1087,0.18,-0.055126895,0.18190416,,74.318917922
1088,0.18,-0.227203685,0.18190416,,75.2737994232
1089,0.18,-0.185002145,-0.20211573,,74.2261377284
1090,-0.2,-0.273095727,-0.31327937,,72.6138958963
1091,-0.31,-0.257518217,,,72.6138958963
1092,0.16,0.421838363,,,72.6138958963
1093,-0.01,0.380299594,0.61645297,,75.80077473
1094,0.61,-0.108262159,-0.62655875,,72.5654978107
1095,-0.62,-0.172527665,,,72.5654978107
1096,0.02,-0.016828883,,,72.5654978107
1097,-0.18,0.030880647,,,72.5654978107
1098,0.3,0.083445654,,,72.5654978107
1099,-0.04,0.033015787,0.21222152,,73.6238726818
1100,0.21,-0.132757144,,,73.6238726818
1101,0.28,0.184444595,,,73.6238726818
1102,0.16,0.291950117,0.25198584,,74.8845746314
1103,0.25,-0.262234557,,,74.8845746314
1104,0.25,-0.059388423,-0.87691073,,70.4909973597
1105,-0.87,-0.3833178,0.16127094,,71.3118989532
1106,0.16,-0.392501673,,,71.3118989532
1107,0.2,0.025117238,0.1814298,,72.2376311946
1108,0.18,-0.223933246,0.31246244,,73.8396013516
1109,0.31,-1.014486482,0.29230358,,75.342686781
1110,0.29,-0.106023831,,,75.342686781
1111,-0.25,0.733741577,-0.2116681,,74.2180086133
1112,-0.21,-0.57085092,,,74.2180086133
1113,-0.45,0.77236384,,,74.2180086133
1114,0.15,0.287311774,,,74.2180086133
1115,-0.4,0.086387335,,,74.2180086133
1116,0.45,0.570008237,,,74.2180086133
1117,-0.07,0.079321548,0.20158867,,75.3199567896
1118,0.2,-0.942200795,0.34270075,,77.2110984955
1119,0.34,-0.694520923,0.64508375,,80.7531067045
1120,0.64,-0.303913236,0.69548092,,84.5835625941
1121,0.69,-0.125981982,,,84.5835625941
1122,-0.09,-0.00951807,,,84.5835625941
1123,0.28,-0.088484347,,,84.5835625941
1124,-0.48,0.271447771,,,84.5835625941
1125,0.02,0.025249868,,,84.5835625941
1126,0.9,0.18479096,,,84.5835625941
1127,0.11,0.209871577,,,84.5835625941
1128,0.18,0.705751199,,,84.5835625941
1129,-0.11,0.16255627,,,84.5835625941
1130,0.2,-0.015833135,,,84.5835625941
1131,-0.04,0.101653426,,,84.5835625941
1132,0.55,0.242469473,,,84.5835625941
1133,-0.05,-0.007333441,,,84.5835625941
1134,-0.22,0.462186265,0.51458609,,87.4275993135
1135,0.51,-0.316384549,,,87.4275993135
1136,0.19,0.255078387,,,87.4275993135
1137,-0.02,0.149768958,,,87.4275993135
1138,0.36,0.475849481,,,87.4275993135
1139,-0.27,0.168807114,-0.32287755,,85.6520862451
1140,-0.32,-0.232498674,,,85.6520862451
1141,0.65,-0.013602777,,,85.6520862451
1142,0.2,0.749612302,,,85.6520862451
1143,-0.22,0.129157364,,,85.6520862451
1144,-0.6,0.310910201,,,85.6520862451
1145,0.5,0.250291011,,,85.6520862451
