38.31,861.28,500.15,132.56,150.58,1661.22,2120.86,17.89,22.44
38.31,864.44,496.42,128.06,152.1,1679.61,2156.31,17.61,21.06
37.85,878.37,497.88,127.66,154.27,1693.88,2181.46,17.7,20.76
37.73,886.83,470.94,128.49,154.42,1690.65,2172.88,17.34,20.72
37.4,886.9,456.86,129.57,153.45,1688.37,2172.52,17.59,20.52
37.06,890.56,458.64,126.51,154.49,1696.1,2177.28,17.45,19.61
36.77,895.49,463.86,124.78,155.33,1693.35,2184.0,17.2,19.16
37.27,895.04,463.8,124.0,154.32,1695.3,2169.94,17.35,18.76
37.79,904.69,468.02,124.33,155.37,1705.79,2185.77,17.7,18.92
37.66,905.39,464.69,126.51,155.91,1708.01,2181.75,17.75,19.06
38.07,903.44,458.01,126.74,155.47,1706.1,2169.87,17.95,19.25
38.1,895.0,455.75,127.84,155.89,1689.42,2148.09,18.21,19.09
36.71,892.99,454.99,127.76,155.12,1687.76,2134.43,18.33,19.01
36.9,885.46,449.96,127.95,155.4,1687.92,2129.45,18.35,19.06
37.3890815721,887.013358797,441.852738793,128.756770186,155.22984376,1694.35689981,2130.23540466,18.3136332526,19.2659020862
37.4692726317,889.10835023,436.33960344,128.415958182,154.848936227,1691.33971119,2137.61298215,19.1857110265,19.3460931459
37.5093681616,896.004781362,441.752499968,128.004979001,154.909079521,1689.23469587,2129.87454489,19.8372633864,19.4764036178
37.9504189898,909.426759975,439.978272773,129.478489723,155.981634944,1700.11060834,2135.2974653,19.8472872688,19.6367857372
37.8301324003,912.874975541,427.017392753,129.007367247,155.941539415,1700.68196964,2123.36904517,19.9074305636,19.5866663249
38.4115175829,904.154197801,430.485656084,127.954859589,155.490464704,1698.45666773,2116.8936171,19.3861886757,19.6167379723
38.7022101742,888.727442697,434.134349299,125.18826803,155.249891525,1690.17694082,2104.50409838,20.0277171531,18.8649467878
38.020586167,921.184774099,434.415018008,124.406405199,155.35013035,1685.06476077,2081.9804345,19.56661856,18.8048034931
37.6697502809,923.199574474,430.726229263,125.338626267,155.009318346,1681.91726168,2077.13889927,19.4162603231,19.3962125582
37.8602040476,929.344214421,427.538634641,125.057957558,154.969222816,1686.71870138,2084.36611852,19.2959737336,19.305997616
37.4592487493,926.507455685,426.02502839,124.376333551,154.929127286,1683.60127393,2070.18232484,19.3761647932,19.195734909
37.3890815721,922.197186228,428.671333359,123.814996134,154.788792932,1679.26093283,2068.99950671,19.4162603231,19.2157826739
37.4291771019,915.180468506,423.960108603,124.556763435,154.718625755,1661.36830264,2058.61476449,19.2859498511,19.4062364406
37.3389621598,905.607660758,420.602107979,121.439335991,153.134852326,1655.5043314,2033.95601364,19.7470484442,18.6243736088
36.4568605034,913.175692015,414.587778504,121.128595635,153.074709031,1646.81362531,2023.04000564,19.6468096196,18.584278079
36.3766694437,901.357534595,421.113325985,119.374416204,152.142487963,1638.10287145,2012.51492906,19.7971678565,18.4840392544
36.1360962647,892.135562733,421.393994694,118.362004076,151.079956422,1622.51573423,1988.50773057,19.1456154967,18.3637526649
36.0158096752,882.001417567,421.865117169,120.98826128,148.774463456,1615.3286105,1957.28333671,19.0453766721,18.9952572598
34.9833497819,892.3260165,410.939085289,121.629789757,149.506206876,1618.14532147,1982.47335333,19.1456154967,19.0253289072
34.6926571906,888.567060578,403.651722741,120.226446213,149.877090527,1613.62455048,1963.59838266,19.0353527896,19.0253289072
34.6778658482,881.198513812,394.177449269,116.049483097,150.394973234,1622.71865307,1965.19657129,19.0864234047,18.0993682629
34.2447702247,885.126590397,402.12425036,119.957415699,150.76763691,1618.00496117,1942.45401507,19.8015347829,18.2806641053
34.0634743824,880.040234819,406.807726287,120.743031016,149.367630127,1603.73294958,1913.07401661,19.7511748267,18.3813840177
34.1641942948,883.575503746,408.620684711,124.540171714,148.471222907,1588.8767625,1919.77189079,20.0029746077,19.1468553521
33.2879310567,878.156772457,410.332923222,125.204923136,147.383447852,1600.20775265,1928.71581901,20.305134345,19.2576472558
33.8721065488,894.735270042,421.50276151,126.061042392,149.095686364,1600.05667278,1937.94176299,20.6878700122,19.4087271244
34.2246262422,900.425945094,422.318592801,126.121474339,150.918716779,1636.31584125,1958.71020893,20.8993818283,19.348295177
35.211681384,907.859074631,434.505702204,133.534459894,154.041034064,1663.72172942,2000.23702883,21.2519015218,21.0806776707
35.1008894803,895.047501771,434.666854064,133.675467771,153.053978922,1651.57490798,1986.99236034,20.9295978021,21.1511816094
35.1109614716,885.55968602,434.545990169,134.853890747,152.721603211,1642.37917998,1975.68151418,20.5065741699,21.2418295306
35.0102415592,886.435949258,438.534498701,134.96468265,152.691387237,1647.2943117,1974.43258726,20.3252783275,21.4432693554
34.1541223035,875.235894997,435.613621241,134.269715255,150.817996866,1623.75606817,1955.07422009,20.053334564,21.1310376269
34.3454901372,891.834536564,442.664015111,133.90712357,153.275562729,1641.67414059,1976.6887133,20.1339104939,21.1209656357
33.7814586276,890.333809869,438.876946404,133.26251613,152.167643693,1650.43677297,1968.00665685,20.2346304063,20.9396697933
34.1541223035,888.450347507,447.931666531,134.259643263,153.889954195,1656.51018369,1988.39236713,20.6173660735,21.1914695744
33.6404507502,876.686261736,439.642417738,135.075474554,152.248219623,1636.97052068,1964.42102797,20.5871500998,21.4029813905
33.7915306188,870.522203095,448.676993883,136.364689433,150.455405181,1620.87547868,1930.23668969,21.1209656357,21.9065809526
33.6404507502,868.719316663,448.858289725,136.445265363,152.30865157,1640.77773337,1954.88285226,21.382837408,21.9569409088
33.2375711005,874.097759986,456.482787096,136.183393591,153.356138659,1652.54181914,1966.00233059,21.5037013029,21.8461490051
33.1670671618,879.284835476,453.974861276,135.740225976,152.63095529,1643.45688304,1961.75195029,21.4331973642,21.8260050226
33.1469231793,874.36970375,455.757603726,136.686993153,153.708658353,1664.02388916,1982.17794853,21.6547811715,21.7454290927
33.0444994431,877.742624596,449.657440513,137.898984393,154.23457053,1663.9696431,1986.46377782,22.2482813044,22.3895402333
34.003042175,883.584690299,443.956633739,135.295784132,154.396009306,1671.46645626,1992.06368536,22.4601696978,21.8043246707
34.3158298033,891.444740701,453.945657998,134.882097269,155.596710202,1667.4910264,1994.13211967,22.6619681677,21.8144145942
33.4682762298,883.130643742,444.814277236,135.315963979,153.528275886,1661.477432,1971.62150036,23.0857449544,21.8245045177
33.185758372,884.88629043,439.870214724,135.719560919,153.033869635,1666.47194413,1961.9351738,22.6821480147,21.8345944412
34.083761563,910.676134881,448.043052754,135.386593443,155.092214027,1684.40173818,1999.36878997,22.7426875556,22.1675619165
34.6891569726,916.185233109,442.089997893,133.358518821,154.658347317,1681.18305258,2002.24441816,22.6518782442,21.6933355123
34.3864592678,913.138076213,435.793885632,132.05691869,154.416189153,1680.68864633,1998.97528295,22.5610689327,21.0274005616
34.5378081202,918.203217808,442.998091007,134.367511171,153.790613897,1667.30940778,1977.66536453,21.4612672719,22.0464828345
33.982862328,927.263969105,427.045921963,134.377601094,154.012592214,1672.97994478,1975.32450228,21.9859432936,21.9052239056
33.3976467654,903.552648894,443.109080166,137.818265006,153.245758028,1663.95955318,1959.49341232,22.137292146,22.3592704629
34.083761563,885.390786605,457.931177778,139.190494601,152.236765679,1648.44125084,1943.10737656,21.7639649767,22.7124177852
34.2149305684,886.79328597,455.570135681,139.705080699,152.105596673,1646.77641347,1945.93255514,21.5218068129,23.1765542659
33.8920530166,883.18109336,462.088226258,139.462922535,152.267035449,1641.31776486,1939.8584212,21.6529758183,22.7023278617
34.5176282732,878.670897558,463.944772181,142.600888742,152.256945526,1647.37171895,1939.50527388,21.6025262008,23.1967341129
34.5075383497,864.706443442,463.167848072,143.054935299,151.480021416,1640.57111052,1937.26531086,21.6428858948,23.2976333478
34.4268189618,870.770487462,469.151172704,141.64234601,151.116784171,1632.09557478,1927.6597037,21.7236052827,22.994935643
34.2653801859,855.887850308,459.807903548,143.609881091,150.703097307,1628.91724888,1919.57767498,21.8144145942,23.4388922767
34.2048406449,844.48623676,455.368337211,142.974215911,150.602198073,1611.96617741,1904.26117111,21.9455835996,23.3379930418
32.8830606672,827.474625749,445.752640121,143.276913616,148.442954445,1597.00282087,1879.9040958,23.5196116647,23.3985325828
32.6610823503,830.663041573,448.456739618,141.854234403,148.886911079,1611.9157278,1887.04776163,23.913118681,22.894036408
33.9425026341,826.364734164,439.012571227,143.54934155,149.199698707,1607.91002817,1877.07891722,23.872758987,23.7113202111
33.5947522264,809.630504827,423.789786187,143.258989917,148.369262758,1594.90909805,1870.42033638,23.4346831462,23.6161129512
33.4737990231,814.015058448,413.065268824,143.430340289,147.714099573,1597.75149833,1870.10787394,22.7996788287,23.6665101193
32.8186358383,822.733768521,414.496548397,141.112070558,147.804814476,1591.47201119,1856.46032083,22.7795199615,23.0214263682
32.2743464233,814.529109562,396.666030339,139.186898738,148.187832953,1591.32081968,1830.29411117,23.4850803143,22.5174546876
31.7703747428,807.362632264,407.199038462,138.309988014,147.290763362,1574.91150176,1815.55797923,23.4649214471,22.3763426171
31.8711690789,806.95945492,395.758881314,139.24737534,146.534805841,1567.6039124,1809.4296836,23.6564306857,22.9206320321
31.7098981411,775.269715646,391.051785817,137.080297113,145.859483789,1553.85556495,1791.60924497,23.9890519949,22.8299171296
31.4377534336,791.588318662,408.206981823,135.185363595,147.260525061,1564.35833477,1807.52467064,23.0617441026,22.5980901565
31.6595009731,792.999439368,423.608356382,134.872901153,147.714099573,1587.07737813,1840.9480725,22.9911880673,22.7795199615
31.8610896453,792.83816843,424.918682751,135.971559416,148.147515219,1564.69095608,1836.06962663,22.7291227935,23.1423795715
32.1937109544,792.193084679,430.391815202,137.080297113,149.074823111,1601.4607299,1872.30519046,23.2834916421,23.1625384387
33.0000656434,798.28106258,437.598610234,149.830780632,149.165538013,1605.95615729,1890.14578796,23.0617441026,26.267003991
33.9777707036,799.178132172,437.165194589,151.957541124,148.994187642,1600.34191276,1879.27007909,22.4368192187,26.8919288749
33.8064203323,789.139016295,431.500552899,153.882712944,148.147515219,1581.0700357,1858.43588982,22.4771369532,27.174153016
33.5947522264,781.660076555,429.746731451,153.529932767,147.240366194,1575.52634721,1860.48201484,22.3057865818,26.7104990699
33.5745933592,784.935892479,428.224736976,153.600488802,146.474329239,1565.59810511,1843.2865011,22.7895993951,26.5492281321
33.3427663861,792.303958449,427.871956799,152.743736945,145.325273808,1572.37148449,1842.89340319,22.2553894137,26.4181954952
33.4939578903,810.638448188,437.205512323,150.838723993,146.514646974,1566.03152075,1837.32955583,21.5397496273,26.0654153188
34.9050785959,819.921606544,434.79652769,153.227549759,147.401637131,1582.72306281,1834.63834706,21.6808616979,26.5391486985
34.6732516228,810.930751762,430.996581219,154.306049155,147.028698088,1574.57888045,1857.8311238,21.8219737684,26.8616905741
34.7034899237,801.325051531,445.410171283,155.79780533,146.454170372,1581.64456342,1867.55777723,21.7715766004,27.2951062194
34.955915078,812.495118924,454.57848281,156.134399524,146.544008253,1579.39292971,1858.54506681,22.2731531749,27.8111241095
34.6325299139,815.213575459,461.288724964,156.306197893,145.877026352,1580.2923447,1847.01436455,22.2731531749,27.6696431002
34.6022125548,822.105721768,470.363721131,156.104082165,146.200411516,1568.10476633,1843.39649303,21.525324983,28.094086128
34.2485100316,821.004191053,469.605787152,156.346621038,146.624854544,1573.35977525,1846.62023888,22.0306143018,28.1041919144
33.6623744217,823.358839279,459.388837125,157.09444923,145.836603206,1562.25351602,1843.6390319,22.1518837384,28.0233456234
33.5815281307,819.872342979,454.982714265,157.822065849,145.644593265,1575.19902837,1851.66302628,22.0508258746,28.5387407286
33.7836438583,825.470948632,462.258880456,157.175295521,146.392421457,1564.71932789,1858.52485523,21.7476522833,28.1648266327
